date,smp_max,smp_min,smp_mean,supply
2020-02-07,160.2843099999996,117.95524999999846,134.755000000001,85.90094999999975
2020-02-08,161.02023999999994,118.14868999999878,134.29414000000077,85.63784999999974
2020-02-09,161.4111000000007,117.46992999999917,133.3540000000003,85.27151999999995
2020-02-10,162.9407699999997,120.09954999999874,135.165180000001,87.78422999999992
2020-02-11,161.64427999999992,120.89994999999912,135.77331000000083,88.34483999999992
2020-02-12,157.6093100000008,120.40003999999921,135.60342000000009,88.37657999999948
2020-02-13,148.96534000000108,120.3717099999987,133.40980000000053,87.33086999999995
2020-02-14,150.33123000000035,117.91812999999831,132.0034700000008,84.98235000000047
2020-02-15,151.02945999999966,115.2731899999988,129.3994600000003,82.69307000000008
2020-02-16,151.1417099999993,113.42862999999953,129.39255000000068,82.6214400000002
2020-02-17,157.25360999999978,119.33988999999823,134.0867500000011,86.16012999999975
2020-02-18,157.14207999999985,121.17769999999804,134.5641900000007,86.18266999999975
2020-02-19,154.24119,120.83552999999826,133.4045700000001,84.33398000000028
2020-02-20,155.70832000000001,113.07367999999865,130.7837699999998,78.49307000000051
2020-02-21,150.74523000000002,106.71369999999928,128.65335000000087,77.26517000000027
2020-02-22,148.79096999999928,97.1275699999998,126.61668000000108,76.95789
2020-02-23,150.70916999999966,104.1904700000002,127.44774000000069,76.53425000000006
2020-02-24,153.03656000000026,114.1736599999992,131.02585000000113,77.63642000000021
2020-02-25,151.8942600000004,115.1425399999993,130.90830000000062,77.5674900000003
2020-02-26,152.93148000000042,114.63188999999997,129.7447799999997,77.58946000000033
2020-02-27,157.00024000000047,115.63059999999865,131.95775000000054,80.06147000000003
2020-02-28,159.6634700000008,116.11048999999825,133.21872000000036,81.71295999999998
2020-02-29,153.03054000000077,115.04127999999872,130.51405000000057,79.00036999999995
2020-03-01,161.18943000000002,108.13553999999978,131.52930999999975,76.92817999999984
2020-03-02,165.01909000000038,114.40849999999901,132.84395000000046,80.18394999999977
2020-03-03,166.87723000000034,116.20992999999888,133.42275000000078,79.89691999999972
2020-03-04,171.99089999999995,118.60318999999917,134.42880000000085,79.69774999999973
2020-03-05,173.1620400000004,119.39959999999903,134.80307000000093,79.89254999999959
2020-05-25,0.0,0.0,0.0,0.0
2020-05-26,0.0,0.0,0.0,0.0
2020-05-27,0.0,0.0,0.0,0.0
2020-05-28,0.0,0.0,0.0,0.0
2020-05-29,0.0,0.0,0.0,0.0
2020-05-30,0.0,0.0,0.0,0.0
2020-05-31,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0
2020-06-02,0.0,0.0,0.0,0.0
2020-06-03,0.0,0.0,0.0,0.0
2020-06-04,0.0,0.0,0.0,0.0
2020-06-05,0.0,0.0,0.0,0.0
2020-06-06,0.0,0.0,0.0,0.0
2020-06-07,0.0,0.0,0.0,0.0
2020-06-08,0.0,0.0,0.0,0.0
2020-06-09,0.0,0.0,0.0,0.0
2020-06-10,0.0,0.0,0.0,0.0
2020-06-11,0.0,0.0,0.0,0.0
2020-06-12,0.0,0.0,0.0,0.0
2020-06-13,0.0,0.0,0.0,0.0
2020-06-14,0.0,0.0,0.0,0.0
2020-06-15,0.0,0.0,0.0,0.0
2020-06-16,0.0,0.0,0.0,0.0
2020-06-17,0.0,0.0,0.0,0.0
2020-06-18,0.0,0.0,0.0,0.0
2020-06-19,0.0,0.0,0.0,0.0
2020-06-20,0.0,0.0,0.0,0.0
2020-06-21,0.0,0.0,0.0,0.0
