date,smp_max,smp_min,smp_mean,supply
2020-02-07,167.3930776470142,116.50172129032659,137.71859930027236,82.77819640248924
2020-02-08,167.3930776470142,116.50172129032659,137.71859930027236,80.50921505938733
2020-02-09,167.3930776470142,116.50172129032659,137.71859930027236,80.11190643315814
2020-02-10,167.3930776470142,116.50172129032659,137.71859930027236,81.58460413173609
2020-02-11,167.3930776470142,116.50172129032659,137.71859930027236,82.02278136255839
2020-02-12,167.3930776470142,116.50172129032659,137.71859930027236,79.7618105652943
2020-02-13,167.3930776470142,116.50172129032659,137.71859930027236,80.09803999317175
2020-02-14,167.3930776470142,116.50172129032659,137.71859930027236,81.99151269656537
2020-02-15,167.3930776470142,116.50172129032659,137.71859930027236,80.39221392892227
2020-02-16,167.3930776470142,116.50172129032659,137.71859930027236,78.23461905372368
2020-02-17,167.3930776470142,116.50172129032659,137.71859930027236,80.73271140932788
2020-02-18,167.3930776470142,116.50172129032659,137.71859930027236,80.78111133266572
2020-02-19,167.3930776470142,116.50172129032659,137.71859930027236,80.08077192098497
2020-02-20,167.3930776470142,116.50172129032659,137.71859930027236,80.47270874269955
2020-02-21,167.3930776470142,116.50172129032659,137.71859930027236,79.08683686381578
2020-02-22,167.3930776470142,116.50172129032659,137.71859930027236,77.26576035813433
2020-02-23,167.3930776470142,116.50172129032659,137.71859930027236,77.14741987858106
2020-02-24,167.3930776470142,116.50172129032659,137.71859930027236,78.86756249042571
2020-02-25,167.3930776470142,116.50172129032659,137.71859930027236,78.27128153787807
2020-02-26,167.3930776470142,116.50172129032659,137.71859930027236,77.29338707700582
2020-02-27,167.3930776470142,116.50172129032659,137.71859930027236,77.85109734914859
2020-02-28,167.3930776470142,116.50172129032659,137.71859930027236,77.91552025640598
2020-02-29,167.3930776470142,116.50172129032659,137.71859930027236,75.81336297612295
2020-03-01,167.3930776470142,116.50172129032659,137.71859930027236,74.94334712109314
2020-03-02,167.3930776470142,116.50172129032659,137.71859930027236,75.24981035658595
2020-03-03,167.3930776470142,116.50172129032659,137.71859930027236,74.64690320860716
2020-03-04,167.3930776470142,116.50172129032659,137.71859930027236,75.93340315504167
2020-03-05,167.3930776470142,116.50172129032659,137.71859930027236,74.91817281549193
2020-05-25,0.0,0.0,0.0,0.0
2020-05-26,0.0,0.0,0.0,0.0
2020-05-27,0.0,0.0,0.0,0.0
2020-05-28,0.0,0.0,0.0,0.0
2020-05-29,0.0,0.0,0.0,0.0
2020-05-30,0.0,0.0,0.0,0.0
2020-05-31,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0
2020-06-02,0.0,0.0,0.0,0.0
2020-06-03,0.0,0.0,0.0,0.0
2020-06-04,0.0,0.0,0.0,0.0
2020-06-05,0.0,0.0,0.0,0.0
2020-06-06,0.0,0.0,0.0,0.0
2020-06-07,0.0,0.0,0.0,0.0
2020-06-08,0.0,0.0,0.0,0.0
2020-06-09,0.0,0.0,0.0,0.0
2020-06-10,0.0,0.0,0.0,0.0
2020-06-11,0.0,0.0,0.0,0.0
2020-06-12,0.0,0.0,0.0,0.0
2020-06-13,0.0,0.0,0.0,0.0
2020-06-14,0.0,0.0,0.0,0.0
2020-06-15,0.0,0.0,0.0,0.0
2020-06-16,0.0,0.0,0.0,0.0
2020-06-17,0.0,0.0,0.0,0.0
2020-06-18,0.0,0.0,0.0,0.0
2020-06-19,0.0,0.0,0.0,0.0
2020-06-20,0.0,0.0,0.0,0.0
2020-06-21,0.0,0.0,0.0,0.0
