date,smp_max,smp_min,smp_mean,supply
2020-02-07,169.52815688245346,89.01235604668479,108.38783400304385,82.57175185343391
2020-02-08,168.54131617701404,87.92146140498956,108.48484747883909,79.64992912864919
2020-02-09,167.09797032528084,85.4647872033486,106.96141530541294,78.17463822743927
2020-02-10,171.38965713221427,88.51590856948852,109.32680697986112,79.84538717990354
2020-02-11,170.87941576047064,88.5756992787362,108.96133447183206,79.82615850291681
2020-02-12,170.93279395191024,88.57417165701702,109.16710847444872,80.08236776483574
2020-02-13,170.75350717145275,88.05736393816662,108.84449712488693,78.50615738659496
2020-02-14,170.65303470654106,88.4686500311969,109.57577920814163,79.5593624714294
2020-02-15,168.9122545492847,88.69082415325423,108.33653519415797,78.52997451662448
2020-02-16,166.97468357883747,87.05917574157488,106.09227943902022,77.61562815014652
2020-02-17,169.85057007226436,89.62028656729596,109.6560312662843,81.91582258179403
2020-02-18,169.43476740417822,88.95805488213996,107.84126772802979,79.69537113967276
2020-02-19,169.89072781307544,89.11710751029345,108.29842704768166,79.76376438361957
2020-02-20,169.5415559200326,87.74563207508017,107.65889734614953,78.31085864921339
2020-02-21,169.93976178349655,87.95211381717398,106.89807812815006,78.40332439232135
2020-02-22,159.21477856121095,86.68271621388918,105.30427886222249,75.8122635311882
2020-02-23,157.99782583403658,86.10756847029784,103.84947094996645,75.91690050173061
2020-02-24,169.9201686727637,87.2609749292305,107.55685476349167,77.37380826479202
2020-02-25,160.21272608580995,87.23218886873607,105.20668077308342,76.27153209674785
2020-02-26,170.37612908166096,87.30745198052566,106.67240920451434,77.79906097163254
2020-02-27,170.42984801329357,88.25236884640755,108.13657000196447,78.39546069002978
2020-02-28,170.52533418478725,86.71368531758006,108.0924082538749,78.02984328696756
2020-02-29,163.8143584826366,87.05908780379475,107.26557901117285,76.40694960414831
2020-03-01,158.35046024672928,88.00115621066224,108.55733026516073,75.72789732223892
2020-03-02,171.86128068664902,92.45826823707712,111.7067883193934,78.56035892649382
2020-03-03,171.67267165090627,92.38352042105541,110.09249716870436,77.60043064289218
2020-03-04,167.32288443694708,94.23360595169963,111.2185179655925,76.75144390338131
2020-03-05,171.0837065406866,95.7385680565468,112.88038313974877,78.50470678041349
2020-05-25,0.0,0.0,0.0,0.0
2020-05-26,0.0,0.0,0.0,0.0
2020-05-27,0.0,0.0,0.0,0.0
2020-05-28,0.0,0.0,0.0,0.0
2020-05-29,0.0,0.0,0.0,0.0
2020-05-30,0.0,0.0,0.0,0.0
2020-05-31,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0
2020-06-02,0.0,0.0,0.0,0.0
2020-06-03,0.0,0.0,0.0,0.0
2020-06-04,0.0,0.0,0.0,0.0
2020-06-05,0.0,0.0,0.0,0.0
2020-06-06,0.0,0.0,0.0,0.0
2020-06-07,0.0,0.0,0.0,0.0
2020-06-08,0.0,0.0,0.0,0.0
2020-06-09,0.0,0.0,0.0,0.0
2020-06-10,0.0,0.0,0.0,0.0
2020-06-11,0.0,0.0,0.0,0.0
2020-06-12,0.0,0.0,0.0,0.0
2020-06-13,0.0,0.0,0.0,0.0
2020-06-14,0.0,0.0,0.0,0.0
2020-06-15,0.0,0.0,0.0,0.0
2020-06-16,0.0,0.0,0.0,0.0
2020-06-17,0.0,0.0,0.0,0.0
2020-06-18,0.0,0.0,0.0,0.0
2020-06-19,0.0,0.0,0.0,0.0
2020-06-20,0.0,0.0,0.0,0.0
2020-06-21,0.0,0.0,0.0,0.0
