date,smp_max,smp_min,smp_mean,supply
2020-02-07,169.285748131199,89.73880713639588,106.27660953354969,82.57175185343391
2020-02-08,166.67721849883515,89.00304472396844,106.19094456756223,79.64992912864919
2020-02-09,166.30501674795624,88.25721127718121,105.18342654868195,78.17463822743927
2020-02-10,170.4891635068484,89.26210550775359,107.61559345646583,79.84538717990354
2020-02-11,170.27033740644148,89.29023002529647,106.04073536313936,79.82615850291681
2020-02-12,170.11406692317726,89.26156235600646,107.10286098992103,80.08236776483574
2020-02-13,170.045011991016,88.99003968558874,107.09385126570169,78.50615738659496
2020-02-14,169.58236887029582,89.31783446014418,105.80343539825398,79.5593624714294
2020-02-15,167.19112980270558,89.384748278049,105.46430319473313,78.52997451662448
2020-02-16,165.74148929480856,88.8512174091315,104.92587934669794,77.61562815014652
2020-02-17,170.80043893714057,89.83619657535101,107.23876781590586,81.91582258179403
2020-02-18,168.6167754402924,89.27017583077809,106.32606020968733,79.69537113967276
2020-02-19,168.80797768928062,89.28433087351613,106.50530165127648,79.76376438361957
2020-02-20,168.87848313910808,88.94537332714425,106.10449495415806,78.31085864921339
2020-02-21,168.5699593073836,88.94890930360454,104.46243962104822,78.40332439232135
2020-02-22,158.5297312923871,87.07668244457116,103.86661008405572,75.8122635311882
2020-02-23,157.58690812427946,87.3983698987399,103.36543011458261,75.91690050173061
2020-02-24,168.3240042487708,87.28297272011166,106.54758064782068,77.37380826479202
2020-02-25,159.88863957592372,87.10143274797623,105.37674141701561,76.27153209674785
2020-02-26,168.61693789691373,88.65311068302074,105.8916055125782,77.79906097163254
2020-02-27,168.6833795060508,88.7522617973009,106.4054187156958,78.39546069002978
2020-02-28,168.41415983275027,88.24484677083613,104.92682431280392,78.02984328696756
2020-02-29,163.3529385303617,87.22511166836605,104.727572590049,76.40694960414831
2020-03-01,159.08064592312527,88.99681169278563,104.76986862597296,75.72789732223892
2020-03-02,171.21480634135406,90.72234273460512,107.4772614302874,78.56035892649382
2020-03-03,170.8464923081083,90.54059307970402,107.03414486941456,77.60043064289218
2020-03-04,168.6783289021558,91.40246161502989,107.28641968736474,76.75144390338131
2020-03-05,171.5655707549151,92.35556147608712,107.37702957680445,78.50470678041349
2020-05-25,0.0,0.0,0.0,0.0
2020-05-26,0.0,0.0,0.0,0.0
2020-05-27,0.0,0.0,0.0,0.0
2020-05-28,0.0,0.0,0.0,0.0
2020-05-29,0.0,0.0,0.0,0.0
2020-05-30,0.0,0.0,0.0,0.0
2020-05-31,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0
2020-06-02,0.0,0.0,0.0,0.0
2020-06-03,0.0,0.0,0.0,0.0
2020-06-04,0.0,0.0,0.0,0.0
2020-06-05,0.0,0.0,0.0,0.0
2020-06-06,0.0,0.0,0.0,0.0
2020-06-07,0.0,0.0,0.0,0.0
2020-06-08,0.0,0.0,0.0,0.0
2020-06-09,0.0,0.0,0.0,0.0
2020-06-10,0.0,0.0,0.0,0.0
2020-06-11,0.0,0.0,0.0,0.0
2020-06-12,0.0,0.0,0.0,0.0
2020-06-13,0.0,0.0,0.0,0.0
2020-06-14,0.0,0.0,0.0,0.0
2020-06-15,0.0,0.0,0.0,0.0
2020-06-16,0.0,0.0,0.0,0.0
2020-06-17,0.0,0.0,0.0,0.0
2020-06-18,0.0,0.0,0.0,0.0
2020-06-19,0.0,0.0,0.0,0.0
2020-06-20,0.0,0.0,0.0,0.0
2020-06-21,0.0,0.0,0.0,0.0
